Open_time,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume
2017-09-03 00:00:00,343.56,367.28,340.2,357.81,1712.01059,2017-09-03 07:59:59.999,602096.2047541,2120,567.00312,200319.9383555
2017-09-03 08:00:00,357.82,363.45,320.08,329.34,2790.20578,2017-09-03 15:59:59.999,943720.7215491,2808,1416.86138,479647.0376831
2017-09-03 16:00:00,329.35,347.73,328.3,341.77,751.40574,2017-09-03 23:59:59.999,255885.6914997,1225,257.05303,87971.276139
2017-09-04 00:00:00,339.29,344.55,270.38,275.01,1717.08317,2017-09-04 07:59:59.999,547290.8284321,2009,717.5181,227999.0728942
2017-09-04 08:00:00,284.51,314.27,267.94,269.54,3681.14205,2017-09-04 15:59:59.999,1071376.4385352,3569,1476.17257,431356.2124943
2017-09-04 16:00:00,268.93,312.92,268.2,283.77,1339.58539,2017-09-04 23:59:59.999,383778.9148347,1825,760.47738,217655.8212762
2017-09-05 00:00:00,286.81,298.74,235.55,296.52,4143.74098,2017-09-05 07:59:59.999,1136277.5018215,4085,1964.99918,547131.153241
2017-09-05 08:00:00,296.56,304.99,282.52,291.66,2779.29749,2017-09-05 15:59:59.999,821366.8210736,3136,1609.01892,475890.6119804
2017-09-05 16:00:00,290.07,321.52,285.94,312.09,1421.38077,2017-09-05 23:59:59.999,439846.5949435,1778,738.95472,228937.2260902
2017-09-06 00:00:00,313.29,333.12,312.09,318.53,2511.58856,2017-09-06 07:59:59.999,814072.2531572,3313,1006.69143,325518.8592424
2017-09-06 08:00:00,320.31,335.24,319.02,335.0,2765.40436,2017-09-06 15:59:59.999,909748.2636846,3743,1158.3758,381367.0017679
2017-09-06 16:00:00,335.0,336.34,335.0,335.0,209.31696,2017-09-06 23:59:59.999,70142.3416576,33,18.5864,6240.2407096
2017-09-07 00:00:00,335.01,335.01,320.35,323.57,952.6568,2017-09-07 07:59:59.999,311586.2109189,550,398.3093,130108.8933602
2017-09-07 08:00:00,323.57,338.38,320.17,337.0,1434.60346,2017-09-07 15:59:59.999,475371.1680718,1395,466.86871,154820.0788486
2017-09-07 16:00:00,337.0,342.5,328.81,334.49,716.63719,2017-09-07 23:59:59.999,240178.3079617,690,455.9204,153105.2010876
2017-09-08 00:00:00,334.49,335.1,324.72,329.57,678.34503,2017-09-08 07:59:59.999,224185.9484931,654,266.52414,88300.3201504
2017-09-08 08:00:00,329.57,333.76,272.0,294.05,2631.33121,2017-09-08 15:59:59.999,792750.9464125,1480,1145.63555,344464.0350492
2017-09-08 16:00:00,294.06,310.46,280.8,302.99,1606.08069,2017-09-08 23:59:59.999,477372.9917107,1093,894.78869,265598.4941958
2017-09-09 00:00:00,300.01,306.42,281.66,299.68,1265.45224,2017-09-09 07:59:59.999,374135.8573643,967,774.96014,228956.6367284
2017-09-09 08:00:00,301.0,307.0,295.0,298.98,754.60314,2017-09-09 15:59:59.999,226349.9024701,550,451.62409,135365.9606982
2017-09-09 16:00:00,298.61,302.77,285.17,296.74,720.53284,2017-09-09 23:59:59.999,213264.5991015,439,529.33085,156432.3171469
2017-09-10 00:00:00,296.72,299.0,261.03,276.86,1610.17107,2017-09-10 07:59:59.999,454148.474513,1087,771.30224,219069.2763663
